"total_floor_area","co2_emissions_current","co2_emissions_potential","number_habitable_rooms","average_income","london_zone","num_tube_lines","longitude","num_rail_lines","distance_to_station","population","energy_consumption_current","energy_consumption_potential","num_light_rail_lines","altitude","latitude","id","asking_price","predicted_price","profit","buy"
70,4.5,1.4,3,43900,3,2,0.034504,0,0.006214,112,365,116,0,11,51.537755,7872,252000,330035.438874593,0.309664439978543,1
46,1.9,1.4,3,49800,4,0,-0.144235,1,0.8158982,64,230,176,0,46,51.608782,12737,213000,278906.393059156,0.309419685723736,1
101.64,6.7,5.1,4,53400,3,0,-0.119411,1,0.8426184,144,392,297,0,54,51.430983,15985,463000,606228.89852438,0.309349672838834,1
66,3.8,0.7,3,47700,3,0,0.039354,1,0.7991204,128,295,49,0,42,51.466214,12293,292000,382291.557860358,0.309217663905335,1
142,4.3,2.2,7,60400,2,0,-0.020728,1,0.5431036,137,170,88,1,25,51.463161,11913,692000,905799.115048635,0.308958258740801,1
52,1.2,1.2,3,54500,5,1,-0.355404,0,0.3715972,170,131,131,0,59,51.568759,9716,203000,265476.068863931,0.307763886029214,1
82,5.2,1.3,3,44600,6,1,0.197802,0,1.177553,23,356,86,0,9,51.53669,14299,255000,333463.10094034,0.307698435060156,0
127,6.9,2.1,6,51100,4,1,-0.184123,0,0.4374656,46,308,92,0,81,51.615039,7490,562000,733058.207288491,0.304374034321159,0
115,3.8,1.4,6,48600,4,0,-0.1001,1,0.6785688,89,191,69,0,33,51.620189,325,437000,569872.098932481,0.304055146298584,0
108,4.9,2.8,6,59200,5,1,-0.41921,0,0.7046676,66,254,144,0,41,51.563306,6194,395000,515008.281761453,0.30381843483912,0
108,2.9,2,5,56600,1,3,-0.186736,0,0.2162472,127,151,107,0,17,51.494928,1615,1106000,1440887.31533335,0.302791424352037,0
100,2.8,2.8,4,55100,2,1,-0.057646,0,0.3212638,176,158,157,1,19,51.528751,346,477000,621306.148483179,0.302528613172282,0
161,4.8,2.7,7,64600,5,2,-0.390128,0,0.3653832,76,169,95,0,50,51.577513,4155,670000,872418.817205098,0.30211763761955,0
47,1.5,1.2,2,62600,2,0,-0.066803,1,0.6530914,96,182,142,1,23,51.462303,4304,259000,337188.730472738,0.30188699024223,0
82.05,2.5,2.3,5,49800,4,0,0.12813,1,2.1357518,40,187,167,0,3,51.510491,7735,252000,327661.256950701,0.300243083137702,0
93,4.6,2,4,53100,3,0,-0.132091,1,0.6412848,74,281,122,0,37,51.408614,6000,369000,479741.484537839,0.300112424221787,0
71,2.9,0.8,3,45200,3,2,0.034571,0,0.8755526,141,232,61,0,7,51.526648,13554,283000,367531.91735682,0.298699354617738,0
40,3,2.5,2,59500,2,2,-0.218393,0,0.5723094,199,446,369,0,8,51.485991,2964,319000,413637.789294172,0.296670185875147,0
53,1.9,1.3,3,50200,3,0,0.015189,1,0.668005,171,202,135,0,12,51.543475,2899,238000,308466.937759175,0.296079570416703,0
157.88,7.3,7.1,5,60700,3,1,-0.163452,0,0.2311608,106,277,268,0,32,51.436204,3165,978000,1267006.27971895,0.295507443475407,0
101,3.9,1.9,6,50600,5,1,-0.425589,0,1.2341004,66,220,103,0,25,51.456231,5149,359000,464914.187516946,0.29502559196921,0
204,10,6.5,8,65200,5,0,-0.091789,1,0.4554862,67,286,179,0,43,51.650619,10413,884000,1144367.30687235,0.294533152570535,0
140,6.1,5.1,5,67300,2,0,-0.191115,1,0.5201118,28,261,220,0,81,51.555668,1307,1230000,1591880.85591384,0.294212077978733,0
102,5.4,2.9,4,65900,2,0,-0.176205,1,0.453622,143,300,162,1,19,51.462796,10682,687000,888826.675399585,0.293779731294884,0
191,5,2.8,7,61900,3,0,-0.288161,1,0.1969838,112,149,82,0,11,51.465069,15051,1182000,1527610.02762094,0.292394270406884,0
55,6.4,5.6,2,56500,5,0,0.098279,1,0.6872684,145,689,597,0,35,51.442288,10355,227000,293346.709332162,0.292276252564592,0
137,5.5,4,6,66200,3,1,-0.184742,0,0.472264,76,230,164,0,17,51.418497,6120,714000,921568.886647367,0.290712726396873,0
69,2.9,0.8,3,43200,2,0,-0.055424,1,0.5704452,77,218,60,0,4,51.48242,8346,337000,434728.083805067,0.289994313961624,0
198,6.7,3.2,8,49900,1,1,-0.125159,0,0.385268,50,183,85,0,8,51.477586,83,1498000,1930067.22205378,0.288429387218811,0
75,1.9,1.6,3,63700,3,0,0.012611,1,0.301379,50,141,123,0,20,51.454266,7700,320000,411756.415112265,0.286738797225829,0
101,1.9,1.7,3,69200,1,2,-0.200306,0,0.4418154,143,108,97,0,13,51.495299,1532,1191000,1530607.08773513,0.285144490121859,0
288,13,9.7,10,80200,5,0,-0.328741,1,0.4262804,45,254,189,0,12,51.455475,6515,1949000,2504252.80738288,0.284891127441191,0
85,3.1,1.2,4,63100,3,0,-0.188009,1,0.1901484,52,205,77,0,11,51.440993,4885,495000,635864.348602051,0.284574441620306,0
133,6.3,2.2,7,62400,4,0,0.002786,0,0.5580172,79,246,82,1,30,51.61436,12907,575000,737992.230455556,0.283464748618359,0
68,3.4,2.7,4,50900,2,1,-0.052943,0,0.2373748,54,285,224,1,5,51.498062,9168,349000,447530.692733337,0.28232290181472,0
53,3.3,2.8,2,58000,3,0,-0.047807,1,0.34177,25,320,270,1,37,51.441907,404,266000,340659.538192368,0.280674955610406,0
29,2.2,1.7,1,50700,3,1,-0.030523,0,0.8811452,140,450,340,1,14,51.592658,4840,156000,199758.165135879,0.280501058563327,0
127,4.9,1.7,5,64300,4,0,-0.262039,1,0.3983174,67,255,94,0,19,51.402709,13380,619000,792164.45516608,0.27974871593874,0
89,2.5,2.2,3,51700,3,0,-0.065922,1,0.6822972,23,147,127,1,71,51.43138,15068,321000,410763.579002433,0.279637317764589,0
146,8.4,3.5,7,49700,4,1,0.093393,0,0.267202,82,327,136,0,20,51.575091,10427,477000,610246.210823907,0.279342161056408,0
107,2.8,1.2,5,72200,3,0,-0.321435,1,0.5288114,53,159,73,0,27,51.508093,4669,670000,857041.387735437,0.279166250351398,0
117,4.9,2,5,56200,3,0,-0.049219,0,0.6064864,7,239,97,1,45,51.38747,14772,438000,559162.79129578,0.276627377387625,0
59.9,4.3,4.1,3,63300,6,0,-0.304971,1,1.1079562,129,366,351,0,31,51.377727,13232,290000,370023.514665934,0.275943154020461,0
70,2,2,2,45200,2,0,-0.061072,1,0.4188236,40,174,174,1,4,51.478287,15443,289000,368643.213796639,0.275582054659649,0
117.45,5.3,4.1,5,50700,2,0,-0.017748,0,0.0447408,94,271,208,1,7,51.468812,9712,498000,635172.489978418,0.275446767024936,0
47,1.8,1.3,2,51900,6,0,0.226675,1,0.5679596,104,217,161,0,38,51.589987,7386,156000,198788.990492306,0.274288400591704,0
59,2.9,1.3,3,66100,3,0,-0.266364,1,0.0633828,48,251,114,0,10,51.469812,11391,373000,475278.388840628,0.274204795819377,0
78,3.1,2.1,4,54500,5,1,-0.357709,0,0.4393298,73,226,150,0,53,51.569673,11161,311000,396069.255490367,0.273534583570312,0
148,5.9,2.6,6,61500,4,1,-0.350377,0,0.6127004,63,226,98,0,24,51.477984,10449,627000,798160.265659152,0.272982879839157,0
82,2.3,1.8,4,53800,1,1,-0.100501,0,0.3952104,100,160,125,0,26,51.530639,15414,576000,732812.717658332,0.27224430149016,0
70,2.4,1.9,3,57500,6,0,-0.304486,1,0.801606,51,194,153,0,36,51.374132,14897,247000,314185.407443088,0.272005698150156,0
73,2.9,2.3,4,53700,4,0,-0.003043,0,0.5381324,33,223,178,1,25,51.581933,10750,311000,395517.022229378,0.271758913920828,0
88,4.1,0.7,4,45100,3,0,-0.031654,1,0.739466,68,264,42,0,26,51.437401,3700,336000,427220.534141301,0.271489684944347,0
92.55,4.5,3.9,4,44900,4,0,-0.097763,1,0.5213546,56,255,217,0,57,51.404932,8543,315000,400195.463609281,0.270461789235813,0
88,4.4,1,5,56800,3,0,-0.001541,1,1.0725364,134,258,56,0,35,51.43968,15321,414000,525267.256220955,0.268761488456412,0
105,2.7,2.2,4,66200,3,0,-0.19074,1,0.5946798,162,147,122,0,16,51.422142,10817,522000,661947.073509216,0.268097841971677,0
96,3.5,1.2,5,50000,3,0,0.039518,1,0.873067,52,207,71,0,54,51.478667,11429,380000,481222.016314764,0.266373727144115,0
186,7.3,4.9,7,71800,3,0,-0.15909,1,0.301379,88,226,151,0,24,51.446297,4717,1222000,1546753.60316462,0.265755812737004,0
47,2.3,1.8,2,51100,4,1,-0.177359,0,0.7164742,58,286,225,0,94,51.613249,672,176000,222751.990567748,0.265636310044024,0
49,2.1,2,3,52000,3,0,0.049069,1,0.5704452,77,245,225,0,6,51.494732,14577,207000,261965.660283215,0.265534590740171,0
118,4.9,2,5,52200,3,0,-0.107579,1,0.6655194,133,234,96,0,31,51.611263,10642,535000,676174.485899077,0.263877543736592,0
141,6.6,2,5,50200,3,1,-0.298562,0,0.7040462,141,265,78,0,19,51.497782,4294,626000,791122.611021577,0.263774139012105,0
66,2.5,0.9,4,53700,4,0,0.009788,1,0.9115938,107,216,74,0,43,51.42275,5811,286000,361397.193206802,0.263626549674133,0
144,8.5,3.8,8,72000,5,0,0.065233,1,0.5803876,131,333,148,0,96,51.407685,4808,596000,752646.452261828,0.262829617888973,0
140,7.6,2.7,6,47400,6,2,-0.475049,0,0.7692932,83,306,109,0,38,51.539406,15335,470000,593330.639383047,0.262405615708611,0
100.51,8.3,7.3,5,73500,3,1,-0.168375,0,0.5518032,70,602,530,0,36,51.440094,11591,7e+05,883358.288683758,0.261940412405369,0
92,5.6,1.8,4,43800,5,0,-0.432861,1,1.702636,104,344,106,0,42,51.522756,13698,323000,407368.663844443,0.261203293636047,0
97.3,6.5,5.7,5,60700,2,2,-0.257589,0,0.4486508,100,303,266,0,8,51.49138,1057,930000,1172300.3363357,0.260537996059891,0
91,2.5,1.2,3,66300,2,1,-0.218196,0,0.8506966,28,144,72,0,44,51.452112,2901,516000,650233.614942968,0.260142664618155,0
119,4.4,3.1,7,52800,3,0,-0.149877,1,0.6767046,62,192,131,0,22,51.420029,6294,514000,647435.531859215,0.25960220206073,0
70.08,4.3,3.1,4,55000,4,1,0.01685,0,0.5008484,48,365,264,0,35,51.58689,6342,336000,422758.554551902,0.258209983785421,0
108,3.9,2.5,4,50600,2,1,-0.20755,0,0.1683994,138,208,135,0,59,51.549311,10271,737000,926575.378554366,0.257225751091405,0
270,4.6,3.4,7,67000,4,0,-0.232736,1,0.5797662,58,97,71,0,44,51.417342,3401,1501000,1886848.53161151,0.257060980420727,0
122,6.1,2.5,6,65000,5,0,-0.364591,0,0.8364044,88,283,114,1,60,51.597438,302,526000,660646.729044876,0.25598237461003,0
224,10,4,10,52200,4,1,-0.16672,0,0.8277048,60,260,99,0,88,51.624575,12897,1001000,1256827.74076151,0.255572168592913,0
212,6.2,4.1,7,68200,3,0,-0.260278,1,0.7133672,86,167,109,0,13,51.462743,1487,1369000,1718855.13826211,0.255555250739304,0
64,4.1,2.1,3,55200,5,0,-0.003166,0,0.6387992,40,369,195,1,56,51.63179,14283,254000,318859.675295371,0.255353052343981,0
124,3.3,1.6,5,52500,3,1,-0.229633,0,1.5211872,88,153,73,0,56,51.448886,2285,531000,666177.709543642,0.254571957709307,0
73,4.1,0.9,5,45800,6,0,0.157801,1,1.1980592,104,315,70,0,26,51.481774,2469,256000,321126.282217392,0.254399539911688,0
57.3,4.3,3.2,3,43300,2,3,-0.092882,1,0.7226882,46,390,291,0,7,51.490409,8539,333000,417448.016901514,0.253597648352895,0
280,10,4.9,9,64800,3,0,-0.314146,1,0.484692,106,227,109,0,43,51.51859,14935,1695000,2124824.17093328,0.253583581671552,0
266,13,7.8,9,55900,3,0,-0.112586,1,0.3939676,31,223,130,0,58,51.441259,7064,1283000,1608105.78364634,0.253394998944929,0
93,4.1,2.3,5,50000,3,0,0.03795,1,0.9979684,83,248,139,0,50,51.476383,3209,377000,471987.849512269,0.251957160509997,0
82,3.8,2,4,80200,5,0,-0.34607,1,0.8736884,81,259,138,0,12,51.450523,6346,486000,608329.508446352,0.251706807502782,0
110,3.6,2.2,3,68500,3,1,-0.212464,1,0.3361774,50,173,105,1,46,51.42529,11532,642000,802663.461958586,0.250254613642657,0
68,4.1,2.9,3,57500,1,3,-0.137247,1,0.3610334,68,347,248,0,13,51.496104,7006,589000,736209.663507769,0.249931516991118,0
66,2.8,2.2,3,66600,3,0,-0.052751,1,0.2355106,96,240,191,1,53,51.443464,8681,337000,421026.417887446,0.249336551594795,0
138,5.5,2.2,6,46700,4,1,0.104644,0,0.2274324,130,225,90,0,4,51.540906,8422,4e+05,499640.036103118,0.249100090257795,0
95,3.8,1,5,54000,6,0,0.133687,1,1.0023182,69,235,64,0,35,51.448969,10496,341000,425931.037989945,0.249064627536496,0
57,2.9,1.4,3,60700,6,1,-0.406531,0,0.7624578,53,265,129,0,55,51.594202,15033,276000,344401.179770995,0.247830361489111,0
44,2.1,1.3,2,43800,3,2,0.056794,0,0.5959226,153,264,160,0,8,51.535451,13695,178000,222014.100523395,0.247270227659523,0
54.15,4.2,3.2,2,56600,1,2,-0.191611,0,0.2839798,65,458,357,0,14,51.495489,9363,534000,666040.796361371,0.247267408916425,0
68.12,4,3.9,4,46200,2,2,-0.029407,0,0.8289476,6,347,343,0,14,51.534341,11659,370000,461471.975076682,0.247221554261304,0
93,3,1.1,4,48100,3,0,-0.061485,0,0.080782,93,180,66,1,40,51.399562,704,345000,430051.59664833,0.246526367096608,0
70,3.5,1.6,2,55700,3,0,-0.013718,1,0.5921942,52,283,133,0,19,51.452521,2928,293000,365096.085326909,0.24606172466522,0
188,8.1,6.8,7,55300,4,1,0.051294,0,0.4859348,94,258,217,0,25,51.580196,3054,702000,874416.576549342,0.245607658902197,0
181,4.8,2.2,7,75000,3,1,-0.19745,0,0.1112306,57,178,86,0,20,51.435455,11877,1140000,1419563.83943705,0.245231438102678,0
48,1.2,1.1,2,64600,4,0,0.005459,1,0.3703544,55,139,131,0,45,51.403058,9505,193000,240243.486744649,0.244784905412688,0
58,2.6,0.7,3,49700,4,0,0.10236,1,2.6571064,157,253,64,0,3,51.50324,72,226000,281010.897792361,0.243411052178587,0
76,4.6,0.5,5,59800,3,0,-0.153936,1,0.4455438,125,358,37,0,24,51.42244,7715,441000,548024.268847122,0.242685416886899,0
47,1.5,0.9,2,63500,1,1,-0.107609,0,0.2696876,108,185,111,0,40,51.533056,8005,396000,491840.107660321,0.242020473889699,0
195,13,5.7,8,53000,5,0,-0.153705,1,1.0265528,69,378,168,0,81,51.351403,3430,757000,939407.333092387,0.240960809897473,0
88,9.1,1.2,5,59500,5,0,-0.075384,0,0.9700054,44,608,73,1,36,51.66455,12543,397000,492355.789548919,0.240190905664784,0
107,4.7,1.9,5,47900,4,0,0.047043,1,0.8084414,18,249,101,0,46,51.463661,2885,352000,436438.311778583,0.239881567552793,0
171,4.7,3,6,72900,3,0,-0.193738,0,0.2970292,129,156,98,1,18,51.406999,14644,887000,1099518.35282638,0.239592280525796,0
100,5.9,2.2,5,58600,3,1,-0.176485,0,0.9581988,155,333,123,0,90,51.596141,11622,635000,786270.493969309,0.238221250345368,0
86,3,2,4,44400,3,0,0.01029,1,0.4455438,89,199,135,0,12,51.550438,8007,325000,402395.673077461,0.238140532546034,0
92,5.5,2,4,71900,3,0,-0.183108,1,0.6201572,48,337,122,0,22,51.449918,7850,595000,736495.515851749,0.237807589666804,0
56,2.5,1.3,4,46000,6,0,-0.459494,1,1.1564254,94,254,135,0,36,51.520077,630,246000,304156.403983385,0.236408146273922,0
366,17,9.3,11,48100,5,0,0.092264,1,1.0545158,6,228,126,0,52,51.430012,14971,924000,1142271.55858881,0.236224630507372,0
36,2.2,1.1,1,48800,2,2,-0.242003,0,0.6568198,86,323,164,0,10,51.506731,6887,220000,271655.463637567,0.234797561988939,0
96,4.3,2.2,5,52100,4,0,0.064594,1,0.4617002,57,253,128,0,54,51.436267,15069,354000,436727.072106917,0.233692294087335,0
94,4.7,1.5,5,54700,6,0,-0.312663,1,0.7326306,58,280,91,0,42,51.366273,4442,379000,467343.673057699,0.233096762685221,0
151,7.3,2.3,5,41500,6,0,0.235658,1,1.4901172,100,250,78,0,75,51.611813,7567,427000,526369.067119555,0.232714442902939,0
75.6,3.4,2.6,3,45700,2,1,-0.043547,0,0.6114576,62,269,203,1,16,51.531754,15869,391000,481412.735105032,0.231234616636911,0
92,4.1,2.3,4,53200,3,0,0.03691,1,0.702182,71,255,139,0,28,51.458523,13586,381000,469089.415414702,0.231205814736752,0
282.03,10,10,10,65800,3,1,-0.143917,0,0.6443918,123,188,186,0,91,51.585775,12043,2067000,2544756.71563024,0.231135324446174,0
80,2.5,1.6,4,45700,5,1,-0.378345,0,0.7655648,41,182,117,0,44,51.554997,13415,288000,354538.895985967,0.231037833284608,0
99,6.9,3.5,5,54200,3,0,-0.012809,1,0.6419062,77,335,154,0,23,51.438315,8832,443000,545345.129525029,0.231027380417672,0
70,2.8,2.4,3,53000,3,0,-0.04986,1,0.3411486,50,238,201,1,47,51.438299,6944,3e+05,369113.059864868,0.230376866216227,0
55,2.5,1.3,3,64700,3,1,-0.180379,0,0.394589,36,268,132,0,14,51.423339,6395,350000,430570.627387625,0.23020179253607,0
170,9.7,6.7,7,55100,3,0,-0.266103,1,0.2274324,40,298,204,0,34,51.515651,8308,1032000,1269432.2062064,0.230069967254266,0
49,2.9,1,2,57600,2,1,-0.212131,0,0.8830094,48,303,113,0,9,51.479887,9729,418000,514098.41785455,0.229900521183133,0
65,1.9,1.7,3,58600,2,0,-0.029798,0,0.5679596,52,164,148,1,8,51.514979,5713,321000,394615.648310152,0.22933223772633,0
97,4.2,1.3,5,61700,5,0,0.010173,1,1.3198536,82,227,66,0,86,51.363984,7719,415000,510127.797073254,0.229223607405432,0
54,1.7,1.2,3,53100,2,0,-0.050971,1,0.7009392,72,183,132,1,5,51.477085,12048,285000,350328.248817541,0.229221925675582,0
78.09,3.1,2.2,3,57000,2,1,-0.14098,1,0.2448316,238,205,144,0,45,51.554527,8968,532000,653686.633895506,0.228734274239672,0
63,2.4,1.7,4,61700,6,0,0.142599,1,0.4362228,29,212,157,0,29,51.445038,4640,265000,325452.763306894,0.228123635120353,0
85,8.1,1,4,39500,5,1,0.116315,0,0.5269472,86,567,68,0,8,51.539149,3616,271000,332793.75144995,0.228021223062546,0
100,5.2,2.3,5,40300,6,0,0.220578,1,1.5572284,92,291,125,0,45,51.612618,8698,313000,384237.914274705,0.227597170206726,0
106,4.4,2.7,5,51300,4,1,0.095578,0,0.3952104,104,218,130,0,24,51.57837,8041,366000,448899.020014902,0.226500054685525,0
148,4.2,2.4,7,49500,1,3,-0.107334,1,0.4498936,86,159,92,0,6,51.494483,8150,1101000,1350150.81800327,0.226295020893069,0
97,4.8,2.1,5,60000,5,1,-0.349302,0,0.6692478,80,279,121,0,58,51.585462,11099,452000,554153.8465684,0.226004085328319,0
67,2.1,1.3,4,63500,3,1,-0.158738,0,0.3225066,86,183,108,0,30,51.439664,4853,402000,492672.169736133,0.225552661035157,0
233,7,4.1,8,67000,4,0,-0.246652,1,0.944528,81,170,98,0,106,51.624259,15884,1238000,1517103.11494813,0.225446781056649,0
68,3.1,1.7,4,67000,4,0,-0.239346,1,0.65247,36,255,146,0,71,51.608854,296,345000,422646.395228428,0.225062015154863,0
113,5.5,2.8,6,58400,5,0,-0.356825,1,0.4996056,119,273,138,0,19,51.460431,12996,531000,650104.349015993,0.22430197554801,0
83,3.2,1.8,4,72200,3,2,-0.308968,1,0.537511,121,203,114,0,36,51.512455,14106,533000,652020.754789644,0.223303479905524,0
136,5.1,2.9,7,60600,3,0,-0.039348,0,0.3846466,135,212,118,1,35,51.45092,13951,626000,765241.72378776,0.222430868670544,0
76,5.1,1.4,3,62800,3,1,-0.290686,0,0.264095,67,397,102,0,43,51.519995,13517,442000,539727.580711499,0.221103123781673,0
73,2.1,1.6,3,51700,3,0,-0.06639,1,0.6263712,94,163,128,1,78,51.428816,6174,298000,363883.738400306,0.221086370470825,0
51,2.8,1.1,3,47000,2,0,-0.178785,1,0.6158074,99,307,123,1,7,51.465247,9727,329000,401397.329299913,0.220052672644112,0
120,10,3.3,7,58600,3,1,-0.162266,0,0.3610334,87,477,154,0,99,51.592133,314,778000,948996.644257072,0.219790031178755,0
68.25,1.9,1.8,3,69100,2,0,-0.033944,0,0.9992112,49,167,161,1,6,51.506683,76,360000,439000.498206501,0.219445828351392,0
71,3.6,2.4,3,65900,2,0,-0.173199,1,0.3585478,132,290,195,1,19,51.461653,13716,507000,618058.125731356,0.219049557655535,0
146,9.2,3.7,9,53000,5,0,-0.156975,1,0.5735522,27,326,128,0,61,51.357317,11921,547000,666626.044497929,0.21869477970371,0
40,2.3,1.9,2,64700,3,1,-0.17987,0,0.4759924,51,324,270,0,14,51.424221,8883,258000,314076.663412227,0.217351408574522,0
46.75,3.3,3.3,3,56500,2,2,-0.183499,0,0.2976506,74,421,415,0,27,51.519086,13340,395000,480754.699747596,0.217100505690116,0
190,6.6,4.9,7,55500,4,0,-0.158142,1,0.6580626,76,199,145,0,57,51.641616,1181,809000,983775.858154947,0.21603937967237,0
100,3.4,1.4,5,53600,4,1,0.053462,0,1.0768862,121,192,80,0,24,51.603943,1380,409000,497273.392397298,0.215827365274567,0
71,4.7,1.2,4,62500,6,1,0.250699,0,1.1974378,45,381,94,1,15,51.545867,6611,369000,447998.937385726,0.21408926120793,0
99,3.1,1.5,5,58600,6,0,-0.108372,1,0.7040462,37,176,85,0,86,51.346426,10330,385000,467031.315426635,0.213068351757493,0
99,3.3,1.1,5,48900,3,2,-0.286799,0,0.764322,83,187,61,1,42,51.544829,15834,485000,588238.14994793,0.212862164841093,0
93,4.6,1.5,4,52000,2,0,-0.071038,0,0.456729,123,278,87,1,26,51.552649,3534,589000,714158.279969544,0.212492835262384,0
142,5.3,2.4,8,61300,4,1,-0.131379,0,0.7947706,62,210,94,0,64,51.625025,448,674000,817069.357401554,0.212269076263433,0
67,2.9,2.8,3,47600,5,0,-0.114849,1,0.5611242,272,245,235,0,50,51.365982,219,233000,282417.325283666,0.2120915248226,0
48,1.8,1.8,2,59100,3,0,-0.07103,0,0.1236586,46,228,228,1,59,51.380107,14001,181000,219297.661369577,0.211589289334679,0
78,2.8,1.9,3,43000,2,0,-0.04001,0,0.2585024,139,208,141,1,11,51.546649,1333,352000,426284.665654723,0.211035981973646,0
93,5.3,1.2,4,54600,6,1,0.227245,0,0.5642312,74,294,67,0,16,51.552025,3041,378000,457598.187585105,0.210577215833612,0
60,2.5,1.5,3,51100,4,1,-0.184761,0,0.3889964,24,239,139,0,80,51.614515,3793,281000,339939.234172736,0.209748164315788,0
79,2.5,1.1,5,41800,4,1,0.115178,0,1.1384048,136,168,68,0,39,51.608513,2207,275000,332668.723218945,0.209704448068892,0
60,2.1,0.5,4,43200,3,2,0.017149,0,0.1565928,92,199,40,0,5,51.531364,3289,290000,350702.659256939,0.209319514679101,0
45,1.3,1.2,2,50700,2,0,-0.013143,0,0.379054,12,171,147,1,15,51.469076,504,245000,296154.867234606,0.208795376467781,0
56.92,1.3,1.3,3,43700,4,0,-0.037227,1,0.444301,90,134,134,0,32,51.427234,6804,204000,246553.963101716,0.208597858341745,0
96,3.6,1.3,6,44200,3,0,-0.092996,0,0.6481202,158,212,74,1,18,51.583241,12103,453000,547355.265617319,0.208289769574656,0
70,3.2,1.8,2,61500,3,0,-0.081325,0,0.4182022,68,241,135,1,82,51.360699,14529,264000,318429.221084689,0.20617129198746,0
95,2.1,1.8,3,56300,2,0,-0.181809,1,0.2000908,95,131,113,1,4,51.473908,13735,677000,814980.52904088,0.203811712024933,0
59.45,2.3,2.3,3,52000,4,0,0.066818,1,0.1466504,188,220,214,1,17,51.491561,15095,222000,266652.395617299,0.201136917195041,0
74,2.9,1.4,3,51100,2,2,-0.113158,0,0.5636098,16,201,102,0,11,51.474496,8198,465000,558423.395546659,0.200910528057331,0
73.9,1.5,1.4,3,75500,2,0,-0.218988,1,0.1186874,64,110,101,0,16,51.462456,4756,478000,573439.957980026,0.199665184058631,0
131,5.4,2.6,7,52500,2,0,-0.221582,0,0.1982266,131,214,100,1,51,51.535667,8777,967000,1159988.42728283,0.199574381885032,0
57.35,2.8,1.9,3,53500,6,0,-0.408851,1,1.0924212,64,319,223,0,16,51.43713,9346,258000,309456.222279974,0.199442722015401,0
152,5.2,3.1,7,58200,3,0,-0.106853,1,0.2783872,101,194,114,0,49,51.437912,9933,752000,901954.469939123,0.199407539812663,0
183,6.3,3,9,68200,3,0,-0.260493,1,0.5598814,97,196,93,0,11,51.464644,11510,1248000,1495488.45111609,0.198308053778915,0
130,3.5,1.8,6,60600,4,0,-0.218058,1,1.0731578,93,152,79,0,24,51.395007,4027,539000,645283.809094909,0.197187029860685,0
88,4,1.4,5,44900,3,1,-0.096718,0,0.6263712,64,237,77,0,20,51.597113,13189,433000,517982.52748282,0.196264497650856,0
70,6.8,3.7,3,53000,5,0,-0.148643,1,0.820248,70,556,297,0,89,51.350154,11228,280000,334810.398401498,0.195751422862494,0
62,3.2,0.9,4,56000,6,2,-0.437517,0,0.9140794,92,294,83,0,35,51.549037,2699,327000,390936.15894941,0.195523421863638,0
88,4.1,2.1,5,51300,6,0,0.158725,1,0.9588202,56,264,135,0,46,51.476325,1735,313000,374187.475874422,0.195487143368761,0
86,3.8,2.2,4,62400,4,0,0.009589,0,0.640042,107,248,141,1,38,51.607814,2648,416000,497298.485142605,0.195429050823569,0
